Id	Retry	Status	ExitCode	Submit	Start	Finish	Wall time	Site	data.ScheddName	Job LOG	PostJob Log	_id	data.Status
1571	1	finished	0	Feb-02 23:54:18	Feb-04 03:31:00	Feb-04 07:59:59	04:28:59	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
1539	2	finished	0	Feb-02 23:54:10	Feb-04 00:41:43	Feb-04 06:42:53	06:01:10	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
1475	2	finished	0	Feb-02 23:54:09	Feb-03 21:31:32	Feb-04 05:06:09	07:34:37	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
1427	2	finished	0	Feb-02 23:54:07	Feb-03 20:26:29	Feb-04 01:21:00	04:54:31	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1626	3	finished	0	Feb-03 06:29:54	Feb-03 07:28:54	Feb-03 13:49:16	06:20:22	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
1282	2	finished	0	Feb-02 23:53:56	Feb-03 04:57:10	Feb-03 10:12:00	05:14:50	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1207	2	finished	0	Feb-02 23:53:48	Feb-03 04:06:19	Feb-03 10:09:27	06:03:08	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
1260	2	finished	0	Feb-02 23:53:55	Feb-03 04:26:52	Feb-03 10:02:37	05:35:45	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1190	2	finished	0	Feb-02 23:53:47	Feb-03 04:02:23	Feb-03 09:45:25	05:43:01	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
967	2	finished	0	Feb-02 23:53:27	Feb-03 03:25:07	Feb-03 09:40:28	06:15:21	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
